neg,pos,neu,final,bert_sc,date
0.0765,0.0745,0.8494999999999999,0.017750000000000044,0.967491865158081,2022-12-30
0.088,0.087,0.824,-0.972,0.9885528087615967,2022-12-31
0.07100000000000001,0.0935,0.8360000000000001,0.0017999999999999683,0.9693306684494019,2023-01-01
0.043666666666666666,0.09533333333333333,0.8613333333333334,0.9228666666666667,0.9478373328844706,2023-01-02
0.014499999999999999,0.102625,0.882625,0.9585125,0.9518788158893585,2023-01-03
